Feature_ID,mz,RTmin,RT,RTmax,Height,Area,Estimated noise,S/N,Sharpness,Gaussian similarity,Ideal slope,Symmetry
F3738,218.10316,6.059,7.617,9.19,883715,31158757,10545.84,83.78081,162.974,0.921,0.997,0.801
F3739,219.10638,6.839,7.617,8.585,90219,3129383,13326.83,6.76975,39.774,0.848,1.0,0.801
F3740,231.13476,7.012,7.617,8.395,69463,2256251,23758.75,2.92368,43.791,0.852,0.998,0.801
F3741,254.07962,6.926,7.617,8.309,34464,1319654,4847.679,6.67773,26.37,0.82,0.993,0.999
F3742,281.09856,6.32,7.617,8.309,289058,10104772,16571.99,17.37651,95.703,0.949,0.999,0.799
F3743,302.17174,6.753,7.617,8.395,59290,2305710,15269.31,3.83498,34.691,0.743,1.0,0.624
F3744,303.17472,6.58,7.617,9.277,10068,399808,2799.073,3.59691,16.618,0.926,0.993,0.714
F3745,305.08747,7.012,7.617,8.395,155873,5059953,34916.19,4.14925,78.081,0.829,1.0,0.75
F3746,306.09049,6.493,7.617,9.017,29161,1641801,18543.2,1.4352,35.369,0.85,0.988,0.5
F3747,373.37583,6.58,7.617,8.758,1084,25071,1.0,1083.811,20.15,0.949,1.0,0.999
F3748,378.94426,5.697,7.617,9.536,37619,1257236,6178.137,6.08913,33.249,0.792,1.0,0.999
F3749,382.93761,6.407,7.617,8.672,11941,382943,1.0,11940.85,21.652,0.866,1.0,0.801
F3750,422.12973,7.271,7.617,8.222,81394,2928493,19374.94,3.34276,27.089,0.733,1.0,0.501
F3751,449.12945,6.232,7.617,8.136,874882,31696232,109779.7,7.8702,158.332,0.798,0.999,0.667
F3752,450.13262,6.407,7.617,8.136,172586,6539624,48077.51,3.45665,66.231,0.81,0.982,0.5
F3753,466.11958,6.753,7.617,8.136,295452,10672872,76065.37,3.75772,89.569,0.773,0.997,0.667
F3754,471.10821,6.666,7.617,7.877,41291,1910229,25381.96,1.17391,26.782,0.873,0.995,0.328
F3755,479.13973,6.666,7.617,7.877,189843,7137755,55151.56,2.85808,55.13,0.906,1.0,0.4
F3756,496.1301,6.666,7.617,7.877,240159,9425343,58772.66,3.31032,67.742,0.778,1.0,0.4
F3757,533.95428,6.493,7.617,8.309,12601,459629,2880.438,4.37466,19.532,0.871,1.0,0.572
F3758,535.95164,6.146,7.617,8.222,11796,389861,2990.475,3.94443,19.69,0.906,1.0,0.667
F3759,193.05028,6.58,7.704,8.049,82213,3755919,30640.46,2.00028,37.685,0.927,1.0,0.732
F3760,315.16618,5.61,7.704,8.222,25707,785355,6430.788,3.99746,25.75,0.977,0.999,0.667
F3761,373.11395,6.666,7.704,8.222,1072290,36817007,83887.96,12.12364,202.698,0.764,1.0,0.599
F3762,374.1172,6.753,7.704,8.222,203343,7182412,22495.11,8.47042,86.343,0.734,0.999,0.599
F3763,402.17572,7.012,7.704,8.395,30699,1042939,10100.38,3.0394,32.812,0.953,1.0,0.75
F3764,409.09031,6.753,7.704,8.222,142142,4980107,37700.18,3.54033,62.997,0.622,1.0,0.375
F3765,436.10926,6.753,7.704,8.222,323522,10717876,23270.84,13.22586,107.186,0.741,1.0,0.5
F3766,765.24587,6.839,7.704,8.222,30528,1116486,11941.89,2.21702,29.656,0.631,0.986,0.375
F3767,777.24525,7.012,7.704,8.136,58258,1753927,13824.04,3.83627,42.933,0.745,0.989,0.599
F3768,848.28188,7.099,7.704,8.136,29347,962038,10743.7,2.21383,35.012,0.804,0.982,0.75
F3769,869.29209,6.232,7.704,8.222,21087,1216730,5376.293,3.68539,20.522,0.751,0.997,0.444
F3770,71.05,7.012,7.79,8.844,49941,1972774,3313.096,14.69442,38.284,0.889,1.0,0.667
F3771,72.05338,6.58,7.79,9.017,2573,68789,1.0,2573.486,11.245,0.844,1.0,0.75
F3772,167.07123,7.012,7.79,8.136,107114,4291623,17608.6,5.41386,38.705,0.81,0.973,0.732
F3773,232.08249,7.099,7.79,8.672,70918,2896980,5184.754,13.01759,41.919,0.808,0.999,1.0
F3774,237.04015,7.358,7.79,8.931,28166,1885757,14870.81,0.96113,29.199,0.851,0.993,0.8
F3775,279.10837,7.012,7.79,8.049,146364,6302406,18446.64,5.32265,29.381,0.817,1.0,0.286
F3776,541.12274,7.012,7.79,8.395,196693,6216670,20306.61,9.16843,80.189,0.678,1.0,0.429
F3777,117.05564,7.271,7.877,9.277,289410,9727838,4901.288,58.97568,101.47,0.958,0.999,0.8
F3778,118.05899,7.185,7.877,8.309,17756,582470,2558.92,6.93902,19.925,0.924,0.998,0.749
F3779,153.45385,6.666,7.877,9.103,1798,49383,1.0,1798.086,23.322,0.797,1.0,0.6
F3780,153.56141,6.666,7.877,9.017,1063,25124,1.0,1063.344,20.88,0.855,1.0,0.75
F3781,199.91542,6.493,7.877,9.19,7917,247070,1776.115,4.45761,17.135,0.729,1.0,0.8
F3782,244.91139,6.666,7.877,9.017,3488,91322,1.0,3488.178,13.431,0.854,1.0,0.75
F3783,267.01451,6.926,7.877,9.19,53593,3765208,7545.216,5.976,31.453,0.804,1.0,0.834
F3784,307.04543,6.839,7.877,8.395,73490,3756368,5919.559,9.37617,29.181,0.782,1.0,0.625
F3785,53.03914,6.839,7.963,8.931,3613,90429,1.0,3612.821,14.041,0.886,1.0,0.749
F3786,63.99218,7.012,7.963,9.363,60032,6020325,5932.813,5.25869,12.1,0.72,1.0,0.972
F3787,65.00296,7.444,7.963,8.672,19607,728905,2019.055,8.65751,22.891,0.822,1.0,0.8
F3788,91.01873,7.444,7.963,8.672,74961,2357633,8002.399,8.82426,46.994,0.901,0.988,0.999
F3789,108.02152,6.753,7.963,8.585,525024,20285163,11293.89,43.88557,125.953,0.847,1.0,0.8
F3790,109.0295,7.185,7.963,9.103,3221044,98631557,12388.85,258.1521,355.479,0.907,1.0,0.999
F3791,109.15461,6.666,7.963,9.103,3143,85576,1.0,3143.401,29.713,0.822,1.0,0.999
F3792,110.03271,7.185,7.963,8.844,228976,7633298,1.0,221437.5,89.901,0.94,1.0,0.999
F3793,124.04027,7.271,7.963,8.758,75599,3769474,5236.91,10.50809,37.859,0.898,1.0,0.799
F3794,153.01975,7.185,7.963,9.277,7629863,227924695,13687.48,555.5765,550.149,0.898,1.0,0.999
F3795,153.04799,7.444,7.963,8.222,320200,8983056,13201.83,22.99016,74.62,0.735,0.979,0.2
F3796,153.16787,7.012,7.963,9.19,10794,302300,1.0,10794.03,49.248,0.846,1.0,0.999
F3797,153.26326,6.666,7.963,9.103,4661,125640,1.0,4661.454,36.179,0.841,1.0,0.999
F3798,153.35438,6.666,7.963,9.103,3484,94840,1.0,3483.7,28.813,0.871,1.0,0.999
F3799,154.02263,7.358,7.963,8.931,635244,19242285,11312.99,55.23838,153.703,0.876,0.996,0.999
F3800,155.02386,7.358,7.963,9.363,72120,2123649,12551.47,5.74591,51.833,0.909,0.996,0.866
F3801,197.91737,7.271,7.963,8.585,28215,960434,3891.154,7.10449,18.582,0.946,1.0,0.556
F3802,216.01471,7.271,7.963,9.19,26008,770001,2290.763,11.35322,24.815,0.657,1.0,0.4
F3803,222.08832,7.358,7.963,9.19,42647,1449290,7220.794,5.90619,35.414,0.914,1.0,0.8
F3804,236.97144,6.58,7.963,9.449,15554,444879,14406.63,1.07961,23.552,0.693,0.995,0.488
F3805,242.91514,6.666,7.963,9.103,7802,227573,1.0,7802.233,17.603,0.881,1.0,0.999
F3806,252.94383,6.666,7.963,9.103,7472,215392,1129.141,6.61706,17.426,0.871,1.0,0.999
F3807,269.93365,6.753,7.963,9.017,3280,88805,1.0,3280.224,12.535,0.818,1.0,0.751
F3808,272.94823,6.666,7.963,9.103,4157,119447,1.0,4156.766,13.016,0.868,1.0,0.999
F3809,274.94464,6.58,7.963,9.19,13722,391459,1.0,13721.6,25.103,0.876,1.0,0.999
F3810,275.88856,6.926,7.963,9.017,19543,620025,1.0,19543.4,27.475,0.904,0.997,0.8
F3811,277.88392,7.012,7.963,8.931,263896,8596363,5569.881,47.37912,95.001,0.987,1.0,0.8
F3812,278.88663,6.753,7.963,9.017,27187,874810,1.0,27187.44,31.499,0.926,0.997,0.8
F3813,279.88102,7.012,7.963,9.19,164666,5441735,4179.941,39.39434,73.893,0.97,0.999,0.8
F3814,280.88374,6.666,7.963,9.017,17274,565036,743.595,23.23014,24.559,0.978,0.998,0.8
F3815,281.87806,6.666,7.963,9.103,29813,978291,2123.778,14.03755,26.652,0.871,1.0,0.8
F3816,282.97679,6.32,7.963,9.709,20062,565984,5613.207,3.5741,16.55,0.771,1.0,0.588
F3817,297.94132,6.666,7.963,9.103,9987,280829,1787.619,5.58692,22.128,0.834,1.0,0.999
F3818,304.90309,6.926,7.963,9.017,11169,390332,1784.144,6.26026,18.865,0.939,1.0,0.8
F3819,313.86041,6.926,7.963,9.19,50271,1574457,1.0,50270.71,42.044,0.984,0.998,0.8
F3820,314.03507,7.444,7.963,9.103,100756,2807178,3944.199,25.54529,80.333,0.877,0.998,0.999
F3821,314.86372,6.926,7.963,8.844,5686,162182,1.0,5685.694,18.84,0.867,1.0,0.999
F3822,315.03157,7.444,7.963,8.482,373328,10287129,10259.26,35.86851,132.616,0.839,1.0,0.999
F3823,315.85786,7.185,7.963,9.622,46525,1547876,1816.139,25.61739,38.61,0.843,0.999,0.667
F3824,316.0352,7.444,7.963,9.103,62366,1694905,5751.885,10.84272,55.816,0.909,0.995,0.8
F3825,316.85971,6.839,7.963,8.931,5767,184832,1455.674,3.96168,19.006,0.922,0.995,0.999
F3826,317.03518,7.271,7.963,8.482,19602,765551,5452.88,2.88484,23.46,0.94,0.999,0.799
F3827,317.8544,6.753,7.963,9.017,14899,480710,1417.431,10.51104,20.395,0.955,0.994,0.8
F3828,331.0036,7.271,7.963,8.931,36325,1065617,3597.297,10.09775,36.418,0.917,1.0,0.799
F3829,359.95649,6.146,7.963,9.536,29292,809022,3439.176,8.51704,30.091,0.762,1.0,0.715
F3830,360.95931,6.493,7.963,9.017,5695,156840,1.0,5694.999,15.109,0.94,1.0,0.999
F3831,391.12416,5.713,7.963,8.758,925100,80220168,93625.21,9.04413,56.282,0.941,1.0,0.655
F3832,395.9331,6.666,7.963,9.103,8876,248651,1.0,8876.231,20.737,0.845,1.0,0.999
F3833,428.92613,6.839,7.963,8.931,2538,63273,1.0,2537.548,11.746,0.885,1.0,0.749
F3834,432.92232,6.839,7.963,8.931,4410,107113,1.0,4409.832,15.657,0.909,1.0,0.999
F3835,434.92435,6.753,7.963,9.017,5797,155313,1.0,5797.491,17.622,0.822,1.0,0.999
F3836,436.92747,6.839,7.963,8.931,2039,51165,1.0,2039.143,10.501,0.88,1.0,0.749
F3837,515.17612,7.444,7.963,8.844,165347,6033825,39892.55,4.07541,58.386,0.838,0.981,0.5
F3838,92.05018,7.271,8.049,9.795,14031,623243,4486.079,3.12773,20.994,0.81,0.997,0.807
F3839,243.08714,6.753,8.049,9.017,424635,17640863,44472.42,9.35849,106.995,0.7,0.998,0.572
F3840,244.0902,6.753,8.049,9.103,55373,3178224,18812.47,2.74986,30.368,0.769,0.994,0.834
F3841,595.14722,7.444,8.049,8.395,28590,1020645,13003.84,1.84796,21.569,0.879,0.986,0.75
F3842,825.26518,7.704,8.049,8.499,26438,880705,9097.323,2.49983,20.644,0.709,0.993,0.4
F3843,1315.30964,7.358,8.049,8.672,11450,522890,1331.301,8.07504,15.235,0.862,0.996,0.834
F3844,1316.31405,6.407,8.049,8.672,6232,266763,1207.231,5.16261,13.72,0.851,1.0,0.666
F3845,82.99594,6.32,8.136,8.499,20870,952048,2920.476,7.14602,16.924,0.758,0.996,0.4
F3846,149.06053,7.877,8.136,8.585,54459,1749721,15488.91,2.64864,27.091,0.711,1.0,0.626
F3847,155.07135,6.58,8.136,8.585,122840,5900742,5794.284,20.00853,41.86,0.783,0.996,0.578
F3848,199.06109,7.185,8.136,9.363,414308,19535194,25839.84,15.49381,89.674,0.794,1.0,0.62
F3849,240.05132,7.185,8.136,8.585,167335,7040799,7863.313,19.2782,73.635,0.671,0.998,0.75
F3850,840.69364,7.271,8.136,8.844,4632,159286,1.0,4632.387,11.107,0.817,1.0,0.839
F3851,909.2865,6.753,8.136,8.672,19522,789342,9474.202,2.0425,23.563,0.855,0.995,0.667
F3852,1423.6811,7.012,8.136,9.103,2936,73851,737.817,3.97893,12.546,0.882,1.0,0.75
F3853,128.10809,7.271,8.222,9.017,12560,325613,2409.678,5.21244,25.39,0.867,1.0,0.799
F3854,156.07472,7.877,8.222,8.672,14963,492313,3426.764,3.4747,26.838,0.899,1.0,0.939
F3855,182.04573,7.79,8.222,9.277,38922,1758652,5742.652,5.92906,28.829,0.668,0.995,0.742
F3856,233.01211,7.444,8.222,9.363,18948,1042487,6119.478,3.09639,12.942,0.852,1.0,0.577
F3857,247.11861,7.271,8.222,8.672,123091,4249895,27878.97,4.23572,56.355,0.883,0.996,0.639
F3858,259.12949,7.531,8.222,8.758,76152,2590085,25783.08,2.74806,43.78,0.979,0.993,0.953
F3859,323.92542,7.877,8.222,8.585,9474,239090,2155.07,4.12326,23.074,0.751,0.983,0.578
F3860,340.02806,7.877,8.222,9.19,11105,307152,3845.754,2.88763,20.275,0.714,0.988,0.732
F3861,361.9004,7.877,8.222,9.709,9789,278427,3957.369,2.47371,18.418,0.896,1.0,0.77
F3862,454.11969,6.232,8.222,8.758,192375,16574499,26702.53,6.55968,26.501,0.718,1.0,0.371
F3863,590.3049,7.185,8.222,9.017,18661,574792,7360.277,2.53543,22.908,0.845,1.0,0.695
F3864,611.13606,7.185,8.222,9.19,46813,1903638,6563.313,6.83704,35.363,0.876,0.991,0.969
F3865,1491.33795,7.185,8.222,9.536,9918,590967,2998.533,3.30759,11.753,0.679,1.0,0.382
F3866,181.01426,6.839,8.309,8.758,241076,10813257,26150.52,8.37096,74.313,0.538,0.997,0.42
F3867,200.09262,6.493,8.309,9.536,145705,6828740,5999.657,23.59615,57.012,0.8,1.0,0.65
F3868,225.04029,7.877,8.309,9.277,46446,2920824,8180.353,3.92851,13.611,0.903,0.983,0.854
F3869,255.05112,7.444,8.309,9.19,873236,30075886,37778.68,22.45962,171.326,0.773,1.0,0.799
F3870,256.05441,7.444,8.309,9.277,110085,4086448,9579.869,11.01586,59.829,0.682,1.0,0.953
F3871,305.87894,6.666,8.309,9.536,7310,242747,2340.197,3.12347,16.078,0.683,1.0,0.457
F3872,379.91557,7.79,8.309,9.709,13061,368899,1854.126,7.0444,24.301,0.876,0.996,0.939
F3873,893.15005,6.753,8.309,9.017,5867,218832,1341.474,4.37337,11.815,0.62,1.0,0.466
F3874,134.06099,7.704,8.395,8.931,27629,1104593,10734.99,2.11396,19.889,0.891,1.0,0.855
F3875,144.0455,7.704,8.395,9.017,46503,1527026,6949.124,6.69196,35.651,0.9,0.996,0.808
F3876,146.0248,7.704,8.395,9.622,48285,1603769,5817.932,8.29927,32.845,0.937,0.993,0.839
F3877,206.0459,7.704,8.395,9.449,129858,4625039,9703.043,13.09153,55.107,0.879,1.0,0.7
F3878,261.00735,7.271,8.395,9.536,210643,7993865,31244.11,6.53156,77.434,0.748,0.999,0.799
F3879,262.01057,7.271,8.395,9.449,27217,967118,6960.094,3.91038,29.125,0.678,1.0,0.953
F3880,279.10842,8.049,8.395,8.844,178448,5147044,27038.28,5.84823,63.56,0.482,0.998,0.939
F3881,331.10329,7.531,8.395,9.103,181491,6885853,34223.57,5.02238,59.361,0.63,1.0,0.7
F3882,361.94048,7.963,8.395,9.622,4140,115668,3245.877,1.27546,22.638,0.801,1.0,0.799
F3883,387.09289,7.012,8.395,8.844,290558,14307806,50394.68,5.37442,63.705,0.781,1.0,0.355
F3884,573.11351,7.444,8.395,8.931,116934,5331026,50661.89,1.95446,18.208,0.632,0.995,0.092
F3885,603.20377,7.444,8.395,9.19,401846,12914121,22322.86,16.97009,116.428,0.775,1.0,0.799
F3886,604.2072,7.271,8.395,9.103,118218,4002353,21319.03,5.26875,43.796,0.904,1.0,0.549
F3887,641.26544,7.617,8.395,8.844,41090,1209068,12734.07,3.21177,41.834,0.805,0.989,0.799
F3888,736.17599,7.358,8.395,9.795,34640,1842850,9480.883,3.42727,19.377,0.827,0.998,0.611
F3889,890.23484,8.049,8.395,9.449,3427,114484,4479.903,0.76494,19.71,0.535,0.984,0.098
F3890,1079.35217,7.185,8.395,8.758,6818,170873,2846.166,2.39552,21.793,0.872,0.998,0.549
F3891,99.04495,7.877,8.482,9.103,45393,1744007,7951.993,5.00415,17.332,0.956,1.0,0.646
F3892,143.03479,7.877,8.482,8.931,43829,1601185,3321.481,10.75625,25.3,0.738,0.998,0.328
F3893,203.05581,7.185,8.482,8.844,88585,4941684,18470.39,3.81139,28.89,0.543,1.0,0.266
F3894,219.05089,7.704,8.482,8.931,49784,1688195,13326.83,3.42244,35.581,0.861,1.0,0.717
F3895,235.07431,7.358,8.482,9.449,78525,3501736,22632.47,3.42275,37.724,0.615,0.999,0.6
F3896,258.09801,7.963,8.482,9.017,43054,1224621,16352.97,2.33046,38.84,0.897,1.0,0.771
F3897,262.0929,6.926,8.482,9.017,147606,5154785,14575.74,10.1138,72.937,0.646,1.0,0.532
F3898,361.15064,7.617,8.482,9.277,2984928,91885209,65249.03,45.57022,349.127,0.519,1.0,0.798
F3899,361.37757,8.049,8.482,9.536,3920,88285,1.0,3920.165,32.251,0.623,1.0,0.548
F3900,361.47673,7.704,8.482,9.536,2192,45304,1.0,2191.807,27.57,0.626,1.0,0.798
F3901,361.59709,7.704,8.482,9.536,1579,36708,1.0,1579.235,25.334,0.612,1.0,0.798
F3902,361.76721,7.617,8.482,9.536,1166,24193,1.0,1165.72,25.742,0.804,1.0,0.548
F3903,362.15358,7.617,8.482,9.536,537557,16851517,32244.35,16.55732,140.158,0.51,1.0,0.798
F3904,363.15542,8.049,8.482,9.19,101238,2736906,27251.87,3.59956,49.202,0.773,0.987,0.717
F3905,366.88748,7.099,8.482,9.709,5620,148056,1.0,5619.736,14.43,0.794,1.0,0.639
F3906,368.88465,6.493,8.482,9.968,5783,146802,1.0,5783.177,12.633,0.605,0.977,0.29
F3907,397.1267,8.049,8.482,9.19,822984,20733241,88194.39,9.20812,177.557,0.519,1.0,0.798
F3908,398.13003,8.049,8.482,9.363,150167,4287147,45124.71,3.18853,68.71,0.722,0.998,0.798
F3909,399.12412,8.049,8.482,9.622,250580,6838255,37270.79,6.56369,89.706,0.496,1.0,0.639
F3910,400.12727,7.704,8.482,8.931,57130,2373926,12379.55,3.42528,33.464,0.678,0.984,0.548
F3911,407.15552,7.704,8.482,9.709,811295,23975001,36731.64,21.55469,175.39,0.534,1.0,0.798
F3912,408.15872,7.704,8.482,9.277,164024,6222647,34707.56,4.06765,69.029,0.852,1.0,0.798
F3913,424.14636,7.704,8.482,10.055,3472777,98750006,22504.1,153.6296,388.551,0.537,1.0,0.798
F3914,424.39274,7.79,8.482,9.622,4893,106364,1.0,4892.773,33.344,0.638,1.0,0.548
F3915,424.49967,7.704,8.482,9.536,2658,59499,1.0,2658.147,31.573,0.644,1.0,0.548
F3916,424.59914,7.617,8.482,9.536,2305,52298,1.0,2305.097,28.895,0.68,1.0,0.548
F3917,424.78562,7.617,8.482,9.536,1631,37249,1.0,1631.037,27.132,0.684,1.0,0.548
F3918,425.14902,7.704,8.482,9.449,639296,18334372,22085.7,28.63365,156.952,0.506,1.0,0.798
F3919,426.15082,7.79,8.482,9.103,135877,4310879,24966.31,4.9365,60.017,0.803,0.99,0.94
F3920,426.55935,7.271,8.482,9.536,3070,70931,1.0,3070.21,17.123,0.821,1.0,0.798
F3921,459.11865,8.049,8.482,8.931,224599,6571078,24305.08,7.95152,75.607,0.568,0.999,0.94
F3922,486.01462,7.79,8.482,9.017,57426,1535150,19344.79,2.95153,38.744,0.703,1.0,0.639
F3923,487.01918,7.79,8.482,9.277,16548,468136,4901.317,3.37622,25.497,0.72,1.0,0.798
F3924,488.01155,7.877,8.482,9.709,38079,984965,23401.34,1.62723,37.041,0.919,1.0,0.771
F3925,521.99114,7.79,8.482,8.931,159064,4146487,27735.74,5.50054,71.978,0.714,1.0,0.548
F3926,522.99441,7.963,8.482,9.103,34150,860119,5747.279,5.89467,34.641,0.817,1.0,0.798
F3927,523.98831,7.79,8.482,9.709,142216,3816773,32682.79,4.31919,67.96,0.872,1.0,0.798
F3928,524.99164,7.877,8.482,9.19,29067,818355,6915.256,4.06953,32.955,0.917,1.0,0.94
F3929,525.9859,7.877,8.482,9.017,47845,1196747,14800.05,3.2004,44.48,0.927,0.994,0.798
F3930,723.30751,7.617,8.482,9.277,610557,13583888,27105.9,22.50461,184.119,0.63,0.998,0.94
F3931,723.3583,8.049,8.482,9.795,31835,641184,5825.147,5.46516,48.68,0.66,0.997,0.94
F3932,724.31061,7.617,8.482,8.844,220363,4904041,17108.26,12.78,103.658,0.578,1.0,0.94
F3933,725.31292,7.617,8.482,9.709,63970,1464927,21349.45,2.99632,51.137,0.744,1.0,0.798
F3934,753.28111,8.049,8.482,8.931,111047,2993088,12292.49,8.6895,56.365,0.478,0.995,0.456
F3935,754.28396,7.617,8.482,8.844,49298,1905255,11060.51,3.33278,32.003,0.689,0.993,0.313
F3936,783.2908,8.049,8.482,9.622,25610,711921,9512.035,2.69239,22.886,0.556,1.0,0.169
F3937,836.31873,7.531,8.482,10.572,260636,7201087,10377.84,25.11465,107.774,0.715,1.0,0.798
F3938,837.31702,6.146,8.482,9.968,132368,3836264,13372.36,9.89862,72.983,0.775,1.0,0.532
F3939,838.31613,5.697,8.482,9.017,45039,1392547,6983.714,6.44922,42.105,0.708,0.99,0.798
F3940,839.31631,7.704,8.482,9.19,16979,659579,5738.863,2.85192,21.514,0.708,0.998,0.639
F3941,855.31348,7.617,8.482,8.844,20398,639994,4989.899,3.53075,21.556,0.937,0.998,0.626
F3942,858.30113,7.531,8.482,8.844,9637,258546,5027.495,1.91679,15.904,0.782,0.998,0.199
F3943,263.05632,8.049,8.499,9.103,39583,1593654,24287.8,1.33969,21.852,0.646,0.989,0.149
F3944,856.31147,7.877,8.499,9.103,12204,411667,3973.058,2.89254,10.543,0.643,1.0,0.433
F3945,140.03508,7.79,8.585,9.622,24950,791817,1.0,24949.91,18.438,0.635,0.992,0.467
F3946,236.05621,7.79,8.585,9.363,39071,1744799,6673.398,5.2442,24.866,0.73,1.0,0.865
F3947,144.06654,7.531,8.672,9.363,35852,1551089,6154.532,5.82523,25.101,0.924,0.999,0.867
F3948,291.10798,8.482,8.672,9.449,37444,1372722,14894.16,2.04863,22.06,0.918,1.0,0.752
F3949,445.92029,7.358,8.672,9.795,7457,199369,2457.576,3.03425,17.214,0.908,1.0,0.8
F3950,467.13992,8.049,8.672,9.363,202835,7823585,42693.25,4.54735,56.428,0.854,1.0,0.961
F3951,484.13037,8.049,8.672,9.277,121614,4479662,22744.35,5.10754,41.649,0.857,0.997,0.769
F3952,522.58915,7.877,8.672,9.017,1229,28687,1.0,1229.375,14.037,0.829,1.0,0.625
F3953,175.06106,7.704,8.758,9.277,159696,8133969,18251.48,7.73272,39.296,0.68,0.998,0.434
F3954,269.02998,7.877,8.758,9.277,98586,4842961,13305.03,5.14094,41.779,0.671,1.0,0.555
F3955,460.95657,7.617,8.758,9.968,2549,67208,1.0,2548.694,11.132,0.835,1.0,0.752
F3956,510.95608,7.358,8.758,10.589,1026,27715,1.0,1026.396,10.261,0.782,1.0,0.556
F3957,512.58285,7.271,8.758,9.103,1255,39119,1.0,1254.837,9.384,0.811,1.0,0.571
F3958,542.93966,7.444,8.758,9.882,3616,108427,1.0,3616.385,11.241,0.861,1.0,0.64
F3959,550.14051,7.704,8.758,9.363,104488,3882068,23168.66,4.26434,55.683,0.696,0.998,0.416
F3960,595.14101,8.395,8.758,9.709,46278,1482667,13003.84,3.38104,27.627,0.865,0.997,0.275
F3961,596.14367,8.395,8.758,9.19,15832,463520,6797.858,2.04052,22.125,0.527,0.991,0.555
F3962,158.08226,7.271,8.844,9.19,62522,3047979,6081.391,9.66453,31.617,0.801,1.0,0.326
F3963,206.97238,7.963,8.844,9.622,82296,6283826,17300.8,3.18523,11.513,0.847,1.0,0.853
F3964,291.05132,7.79,8.844,9.19,27144,1540966,3610.945,5.16158,14.167,0.891,1.0,0.417
F3965,313.89636,8.136,8.844,9.795,9505,402444,1.0,9504.583,16.048,0.731,1.0,0.75
F3966,491.92558,7.963,8.844,9.882,28715,874975,8782.229,3.26964,30.592,0.64,0.998,0.488
F3967,521.28587,8.049,8.844,9.19,62342,2058545,5918.878,10.53275,34.26,0.772,0.991,0.625
F3968,538.9139,8.136,8.844,11.558,1779,87296,1.0,1779.358,13.162,0.656,0.967,0.687
F3969,544.93891,7.79,8.844,9.882,2603,64185,1.0,2603.322,11.904,0.894,1.0,0.75
F3970,857.269,7.012,8.844,10.055,85986,4337077,9121.299,9.4269,31.327,0.778,0.998,0.652
F3971,858.27087,6.232,8.844,9.968,39762,2145878,8766.635,4.53555,21.902,0.807,0.997,0.536
F3972,953.36859,7.099,8.844,9.19,5220,187546,4216.744,1.23789,18.086,0.772,1.0,0.625
F3973,135.04505,8.482,8.931,9.449,337395,9850800,26988.13,11.40039,113.252,0.715,0.998,1.0
F3974,136.04832,8.499,8.931,9.882,39497,1881365,6160.36,4.88802,36.649,0.747,0.987,1.0
F3975,153.05562,8.672,8.931,9.449,469136,13005267,13687.48,32.09698,101.184,0.812,1.0,0.499
F3976,154.0589,8.672,8.931,9.449,43903,1280217,4253.21,9.10784,29.904,0.542,0.932,0.303
F3977,277.92024,8.049,8.931,9.968,51913,2202866,5569.881,9.32034,36.598,0.668,0.998,0.75
F3978,278.92359,8.136,8.931,9.968,6757,233596,1.0,6756.599,14.829,0.726,1.0,1.0
F3979,279.91747,8.222,8.931,9.709,34400,1309758,4179.941,8.22974,32.02,0.905,1.0,0.75
F3980,304.93901,7.963,8.931,9.968,9710,294034,1784.144,5.44245,20.027,0.885,1.0,1.0
F3981,512.95708,7.358,8.931,9.449,1133,48699,1.0,1133.24,6.101,0.633,0.981,0.4
F3982,704.32316,7.185,8.931,10.227,16166,557676,4630.588,3.49121,27.373,0.865,0.998,0.599
F3983,804.25584,7.963,8.931,10.055,209939,6721242,11613.79,17.76127,94.988,0.68,1.0,0.8
F3984,805.25905,7.877,8.931,9.709,84487,2874207,11361.47,7.28301,44.996,0.853,0.997,0.499
F3985,906.28766,7.877,8.931,9.968,38022,1501450,5750.965,6.51512,32.9,0.708,0.975,0.519
F3986,953.51689,7.531,8.931,10.486,1102,38945,1491.525,0.73861,13.099,0.667,1.0,0.571
F3987,1020.36679,6.666,8.931,10.849,18417,637523,4503.944,4.08906,23.357,0.918,1.0,1.0
F3988,1148.2441,6.58,8.931,10.935,7573,359662,1787.65,4.23654,12.401,0.882,1.0,0.858
F3989,126.98571,8.499,9.017,10.227,84914,3177615,19229.63,4.15238,48.853,0.729,0.996,0.8
F3990,140.0715,8.482,9.017,9.622,18056,706434,1.0,14841.21,19.776,0.805,0.989,0.8
F3991,313.05607,8.672,9.017,10.14,47706,2131654,6533.557,5.92992,26.295,0.918,1.0,0.401
F3992,320.13457,8.222,9.017,10.227,72617,3070078,8678.006,8.36796,41.316,0.899,1.0,0.799
F3993,510.69856,7.185,9.017,10.849,1135,51071,1.0,1135.143,11.657,0.748,1.0,0.75
F3994,578.12462,7.704,9.017,10.14,45221,3002452,18454.72,2.26517,24.553,0.804,1.0,0.577
F3995,796.30584,8.482,9.017,10.313,16188,578727,7366.262,2.19764,17.04,0.957,1.0,0.713
